Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Direction [deg](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),SPACE1-1:Zone People Occupant Count [](Hourly),SPACE2-1:Zone People Occupant Count [](Hourly),SPACE3-1:Zone People Occupant Count [](Hourly),SPACE4-1:Zone People Occupant Count [](Hourly),SPACE5-1:Zone People Occupant Count [](Hourly),SPACE1-1:Zone Lights Total Heating Energy [J](Hourly),SPACE2-1:Zone Lights Total Heating Energy [J](Hourly),SPACE3-1:Zone Lights Total Heating Energy [J](Hourly),SPACE4-1:Zone Lights Total Heating Energy [J](Hourly),SPACE5-1:Zone Lights Total Heating Energy [J](Hourly),PLENUM-1:Zone Air Temperature [C](Hourly),SPACE1-1:Zone Air Temperature [C](Hourly),SPACE2-1:Zone Air Temperature [C](Hourly),SPACE3-1:Zone Air Temperature [C](Hourly),SPACE4-1:Zone Air Temperature [C](Hourly),SPACE5-1:Zone Air Temperature [C](Hourly),SPACE1-1 BASEBOARD:Baseboard Total Heating Rate [W](Hourly),SPACE3-1 BASEBOARD:Baseboard Total Heating Rate [W](Hourly) 
 02/28  09:00:00,-3.2125,76.875,4.7875,258.75,360.8125,11.,5.,11.,5.,20.,5132160.,2216160.,5132160.,2216160.,9603360.,17.811089206523,22.015551906162,22.7870572006748,22.0133204921259,22.0001886840086,22.5094209303122,943.473596435502,694.089619877637 
 02/28  10:00:00,-1.7375,70.5,6.1375,270.,394.125,11.,5.,11.,5.,20.,5417280.,2339280.,5417280.,2339280.,10136880.,18.888077876276,22.0494937747194,23.9922715998405,22.2068832839002,22.0001992383983,23.7733229868525,55.2563244857326,0.0 
 02/28  11:00:00,-3.750000000000003E-002,59.75,6.075,270.,569.375,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.0175746405676,22.6376283190475,24.0049429841424,22.8361991347142,22.2369165133586,24.0044410921351,0.0,0.0 
 02/28  12:00:00,0.9125,54.75,6.325,276.25,695.5625,8.8,4.,8.8,4.,16.,5417280.,2339280.,5417280.,2339280.,10136880.,20.7768633377452,22.5494103975455,23.235321798325,22.6140495701149,22.0558872928776,23.6347672136077,209.04423653667,192.5620630374 
 02/28  13:00:00,1.7875,52.75,5.075,261.25,704.8125,4.4,2.,4.4,2.,8.,4561920.,1969920.,4561920.,1969920.,8536320.,21.0695588773094,22.0006022878772,20.9325132955823,22.0002384383683,21.9988580450361,22.3540600712659,733.039800436851,902.572816823555 
 02/28  14:00:00,2.575,50.75,5.725,262.5,637.125,8.8,4.,8.8,4.,16.,5132160.,2216160.,5132160.,2216160.,9603360.,21.5515623300086,22.0802452645993,21.8142963330034,22.0002434952882,21.7329795622624,22.6885355035745,19.4847168572157,503.195865279012 
 02/28  15:00:00,2.425,48.75,5.7625,263.75,524.0625,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,21.9973947787322,22.6516048134557,21.7315415149729,22.0003221212153,21.7062135263391,23.1194590318144,0.0,417.403827205864 
 02/28  16:00:00,2.575,48.,4.5125,266.25,400.875,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,22.1985585627605,22.8999953224893,21.7391397868163,22.0002237431753,21.7920376731198,23.2107316048823,0.0,534.695066311657 
 02/28  17:00:00,2.425,48.,4.1,263.75,149.,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,22.0557857849887,22.244238363593,21.6688532482212,22.0001489271784,21.7008897998374,22.9819374905226,103.664874012559,858.947720759586 
 02/28  18:00:00,1.2,50.5,3.7875,247.5,23.5625,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,21.6457414288654,22.0138542295158,21.8263116661179,22.0165654374931,21.8487908316396,22.6518080997143,921.951980530034,1292.8826288973 
 02/28  19:00:00,-0.4625,57.625,3.2875,240.,0.0,5.5,2.5,5.5,2.5,10.,3421440.,1477440.,3421440.,1477440.,6402240.,21.1992965402868,21.8654054805284,21.8738699317259,21.6583176865385,22.1161298471734,23.2771869088696,0.0,0.0 
 02/28  20:00:00,-1.475,66.,3.4125,240.,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,20.4944099576082,20.5360558286882,20.6067544249255,20.3792056834449,20.7967889690065,22.2813586277604,0.0,0.0 
 02/28  21:00:00,-2.0125,72.75,3.2875,240.,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,19.5784146151555,19.5458612965956,19.5300486566101,19.4596553055188,19.6555681258853,21.1735463603107,0.0,0.0 
 02/28  22:00:00,-1.6375,75.,3.35,240.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.7511679100197,18.8127031615908,18.6920329410467,18.7686685841602,18.7769081407809,20.2547128590553,0.0,0.0 
 02/28  23:00:00,-0.8,76.875,3.6875,252.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.0331411221878,18.3763100741483,18.1473107720168,18.3554538344976,18.206273422672,19.7786248649454,0.0,0.0 
 02/28  24:00:00,-6.249999999999999E-002,76.125,4.05,266.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.4872779070734,18.0995736767851,17.7811062486128,18.0912687298523,17.8237734073198,19.4794876984465,0.0,0.0 
 03/01  01:00:00,0.6375,68.75,4.45,245.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.0876048389327,17.9207759654383,17.5336202069117,17.9191182286239,17.5659392031393,19.2683159843248,0.0,0.0 
 03/01  02:00:00,1.4,65.,4.85,236.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.7816617281535,17.6745344653992,17.03231653485,17.6789518575827,17.0444048081617,19.0017608318331,0.0,0.0 
 03/01  03:00:00,2.2,63.125,5.1875,227.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.5397250509625,17.5906421324694,16.8927422123521,17.5990149162429,16.8988701612163,18.8737338466484,0.0,0.0 
 03/01  04:00:00,3.,62.,5.55,232.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.4013054742984,17.5805438981326,16.870399584693,17.5941047069717,16.8739857952038,18.8072895604982,0.0,0.0 
 03/01  05:00:00,3.3,63.875,6.0125,233.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.3325566134916,17.5827746550837,16.8726044969447,17.6010167178454,16.8744200082581,18.7660503078222,0.0,0.0 
 03/01  06:00:00,3.3,68.125,5.8875,230.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.3022151677318,17.5808694412173,16.8738682655375,17.6013726354158,16.8748912742058,18.7455033944881,0.0,0.0 
 03/01  07:00:00,3.3,71.875,5.7,236.25,0.1875,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.2915771607729,17.592571993366,16.8990674944743,17.6209733451175,16.8960703900853,18.7400829142095,0.0,0.0 
 03/01  08:00:00,2.9875,78.625,6.6375,240.,2.0625,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.4977882282308,21.5997598093612,21.8750470332061,21.6125115142514,21.8805355624302,21.5473861351796,3640.81730995264,3488.67957001337 
 03/01  09:00:00,2.8,86.375,6.2625,227.5,6.8125,11.,5.,11.,5.,20.,5132160.,2216160.,5132160.,2216160.,9603360.,18.4995787524871,22.0375052669437,22.0002403942593,22.0295917418667,22.0002736737426,22.610015237633,715.880910440573,526.444060118105 
 03/01  10:00:00,3.4875,87.125,6.0125,232.5,8.125,11.,5.,11.,5.,20.,5417280.,2339280.,5417280.,2339280.,10136880.,19.2467995166332,22.1503029345303,22.2549314975411,22.4593772252387,22.0487038579255,23.8095938089543,0.0,0.0 
 03/01  11:00:00,3.525,87.875,6.825,246.25,8.1875,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,19.8568245756815,22.1118555809332,22.0172280858308,22.2672320766974,21.8841270000569,23.4915974781991,543.789359558235,220.375696425225 
 03/01  12:00:00,3.675,89.,7.2,250.,5.25,8.8,4.,8.8,4.,16.,5417280.,2339280.,5417280.,2339280.,10136880.,20.1841391976277,22.0001854790023,21.7483194376367,22.00030363753,21.7086012631625,22.8877632067819,919.829026500087,579.610566884356 
 03/01  13:00:00,3.9,89.,6.8875,250.,4.4375,4.4,2.,4.4,2.,8.,4561920.,1969920.,4561920.,1969920.,8536320.,20.3993360073401,22.0594732741209,21.9997575654534,22.0408754538769,21.9690991940307,22.3120107689731,1307.90757476213,959.781502468268 
 03/01  14:00:00,4.2125,89.,6.075,256.25,2.1875,8.8,4.,8.8,4.,16.,5132160.,2216160.,5132160.,2216160.,9603360.,20.5257675860083,22.0103460048817,21.7944538486454,22.0062150949376,21.8552320420142,22.6694685010718,834.033213214192,530.838024372676 
 03/01  15:00:00,4.775,91.5,5.3875,260.,1.8125,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.7061211248293,22.0002904755486,21.7527492611897,22.0003460860116,21.7317400505691,23.1800777289756,411.815504251355,195.905552144545 
 03/01  16:00:00,5.6875,88.625,5.825,266.25,68.75,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.8788018940385,22.0003375091962,21.760834380873,22.0005310286799,21.7530099416199,23.3309248377206,237.30421793192,209.006920533615 
 03/01  17:00:00,5.7875,87.875,4.8875,263.75,286.75,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,21.0190394791571,22.1217200750011,21.693463414543,22.0005170933418,21.4464689490433,23.2054100685055,7.34739518333628,470.730306738473 
 03/01  18:00:00,4.85,89.,3.7875,247.5,58.0625,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,21.0502434641626,22.0249023602135,22.0018146666745,22.0214408778631,21.7963457938008,23.0731230997151,403.870171467867,792.632699246842 
 03/01  19:00:00,2.7125,93.375,3.2875,246.25,0.0,5.5,2.5,5.5,2.5,10.,3421440.,1477440.,3421440.,1477440.,6402240.,20.7404218538756,21.2263206942121,20.5015098334564,21.0790212865027,20.7428363539833,22.7340176197968,0.0,0.0 
 03/01  20:00:00,2.7,91.625,3.4125,262.5,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,20.0337727305077,19.9067255770357,19.1224944537845,19.7900945052808,19.2946793345281,21.4678189521893,0.0,0.0 
 03/01  21:00:00,2.3,89.,3.2875,270.,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,19.2426605628131,19.0803001897396,18.3105774177953,19.0185980533445,18.403359094842,20.3787202429149,0.0,0.0 
 03/01  22:00:00,1.325,84.625,3.1,276.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.5323803790572,18.4238019152552,17.6359125164635,18.393559674202,17.6862226328813,19.7286212836643,0.0,0.0 
 03/01  23:00:00,0.7875,80.125,3.725,298.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.9878383082936,18.3713893339034,17.9412503888458,18.3527646050544,17.9935086119617,19.6482773936988,0.0,0.0 
 03/01  24:00:00,0.9125,77.125,4.1,303.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.590288357778,18.1620060874996,17.7166780421646,18.1556770473372,17.7539912005345,19.4473155194531,0.0,0.0 
 03/02  01:00:00,1.1,74.125,3.475,300.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.1661518358576,17.8065851741738,17.0987245009333,17.8113899458797,17.1106442037396,19.1258660782887,0.0,0.0 
 03/02  02:00:00,0.4125,72.375,3.4125,300.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.8784660681106,17.8223672161787,17.3013930556033,17.8257211300662,17.3229945152011,19.1326807492054,0.0,0.0 
 03/02  03:00:00,0.0,70.125,4.225,306.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.6795884185223,17.7307915771605,17.222122347549,17.7367471228972,17.2435761969635,19.0620132270506,0.0,0.0 
 03/02  04:00:00,-0.6875,69.,4.6,316.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.4890736364287,17.6181356518814,17.0964861974068,17.6266819171925,17.1169152477053,18.9768150889892,0.0,0.0 
 03/02  05:00:00,-1.7875,72.75,4.6,313.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.30785600722,17.4899777355857,16.9465648584219,17.5014403238051,16.9666166174319,18.9000177663394,0.0,0.0 
 03/02  06:00:00,-1.8875,73.125,3.6625,328.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.1282336504469,17.404997346505,16.8343517984635,17.4170492767005,16.8535935601499,18.8492216881512,0.0,0.0 
 03/02  07:00:00,-2.0125,70.125,3.4125,333.75,78.,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.9729902137976,17.3053783175247,16.9120702366498,17.3870900697622,16.647567479543,18.7547958107899,0.0,0.0 
 03/02  08:00:00,-0.825,65.875,3.6,348.75,384.375,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.1352357861982,21.4993819393856,21.9099218402629,21.552299281902,21.8655611604979,21.5460664324714,3690.50038465781,3302.89667738997 
 03/02  09:00:00,1.375,60.875,3.6,166.25,549.3125,11.,5.,11.,5.,20.,5132160.,2216160.,5132160.,2216160.,9603360.,18.365298014661,22.0116251650249,23.6554715705758,22.0077812722438,22.0004713959773,22.7534208720932,565.50872475772,375.557487864463 
 03/02  10:00:00,2.8875,60.875,3.9125,62.5,575.9375,11.,5.,11.,5.,20.,5417280.,2339280.,5417280.,2339280.,10136880.,19.5705731989551,22.2813788774517,23.9479351628553,22.3943010609725,21.9450817457146,23.7718164525021,102.373108928795,63.2098721052653 
 03/02  11:00:00,3.675,60.75,4.7875,51.25,581.5625,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.3194625867907,22.0006172099501,23.8242387299228,22.0035185117914,21.7420493521358,23.3232282468908,299.252539558663,225.267660282543 
 03/02  12:00:00,4.5875,56.875,5.825,40.,615.25,8.8,4.,8.8,4.,16.,5417280.,2339280.,5417280.,2339280.,10136880.,21.0911240417399,22.0006094491238,23.4497144290937,22.0006250491639,21.751301346006,23.2911150735412,161.260374903503,150.071521017995 
 03/02  13:00:00,4.625,55.,5.575,52.5,587.5,4.4,2.,4.4,2.,8.,4561920.,1969920.,4561920.,1969920.,8536320.,21.6282624402238,22.0009908036504,21.9713853142209,22.0008485588576,21.3994226390605,22.8041517690848,319.280909029053,472.288663487705 
 03/02  14:00:00,4.0875,55.,5.5125,47.5,358.0625,8.8,4.,8.8,4.,16.,5132160.,2216160.,5132160.,2216160.,9603360.,22.0048682430031,22.1725396320001,21.6291443285375,22.0003784586173,21.7327614009668,23.0909420989464,0.0,209.07288356603 
 03/02  15:00:00,3.525,55.,6.0125,52.5,190.625,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,22.2455866005767,22.2815525969956,21.6984955533142,22.0003642529575,21.7204264158876,23.4037494676476,0.0,206.406316817104 
 03/02  16:00:00,2.3,56.25,6.5125,47.5,117.,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,22.156410187661,22.0132932787412,21.7450433281035,22.0001568270745,21.7384233353551,23.1977839619185,253.004496418638,590.202507193427 
 03/02  17:00:00,1.0125,61.375,6.3875,46.25,24.1875,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,21.7896479504069,22.000026990002,21.7338612807001,22.0000358723414,21.7358649628385,22.6455732651301,955.720922521224,1095.27284973387 
 03/02  18:00:00,0.225,65.875,6.2,50.,1.3125,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,21.3309262995186,22.0633499652818,22.0025068533569,22.0714137977112,22.0023170481792,22.300682825736,1499.66847164439,1525.05423751267 
 03/02  19:00:00,-0.375,68.25,5.575,56.25,0.0,5.5,2.5,5.5,2.5,10.,3421440.,1477440.,3421440.,1477440.,6402240.,20.8396608791412,21.558810048658,21.7031754763231,21.5416273027343,21.7801003979869,23.0368970560571,0.0,0.0 
 03/02  20:00:00,-0.9125,72.75,5.5125,53.75,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,20.1506582280196,20.2594318567065,20.417650084941,20.2595273473002,20.4865473337887,22.0535104612261,0.0,0.0 
 03/02  21:00:00,-1.1,73.125,5.7,50.,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,19.3436645489128,19.4149389470526,19.4504017311975,19.4236047593218,19.50305455538,21.0074086190485,0.0,0.0 
 03/02  22:00:00,-1.1,73.875,5.3875,62.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.5916063294806,18.7400635814733,18.6367027313997,18.7548667879829,18.6798945080237,20.1623848030187,0.0,0.0 
 03/02  23:00:00,-0.7875,75.,4.5125,76.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.9402666693359,18.349999811602,18.1276223373484,18.3687746235284,18.1631743890769,19.7518679458467,0.0,0.0 
 03/02  24:00:00,-0.6,77.5,5.1,67.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.4385158180376,18.0860968692672,17.7686856247489,18.1075062767095,17.7983950338263,19.4764568886691,0.0,0.0 
 03/03  01:00:00,-0.225,76.5,5.3875,60.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.0460232093017,17.8883785156067,17.502379638801,17.9131036719666,17.5278547243124,19.2631971638283,0.0,0.0 
 03/03  02:00:00,0.0,73.125,4.825,72.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.7603728251588,17.7759876647775,17.3358941020301,17.8012066477829,17.3578640853826,19.1306014144832,0.0,0.0 
 03/03  03:00:00,0.0,72.,4.975,67.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.5446613431086,17.6803545393436,17.2006660634086,17.7057632733334,17.2202779479753,19.0262817140446,0.0,0.0 
 03/03  04:00:00,0.0,72.,5.2,72.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.3756140519917,17.5983244248031,17.0895712572095,17.6240719253971,17.1075789947579,18.9392963085526,0.0,0.0 
 03/03  05:00:00,0.0,72.,4.825,86.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.2430917906472,17.544336213446,17.0122309503415,17.5701211197916,17.0289271419252,18.8834701976689,0.0,0.0 
 03/03  06:00:00,-0.375,72.,6.85,83.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.1348110099453,17.4546914459275,16.9030764548572,17.4814311830141,16.9193419868953,18.8002472123138,0.0,0.0 
 03/03  07:00:00,-0.6,72.,7.575,80.,0.375,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.0093557784441,17.2966879240769,16.673678326925,17.3412815354914,16.6669220693381,18.6523085853733,0.0,0.0 
 03/03  08:00:00,-0.225,72.,7.5125,86.25,20.25,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.1583841710839,21.4452021600424,21.8558272436109,21.4709436584757,21.8642935895996,21.4945780332109,3802.32823411576,3627.57618075157 
 03/03  09:00:00,0.6875,68.875,8.0125,96.25,85.0625,11.,5.,11.,5.,20.,5132160.,2216160.,5132160.,2216160.,9603360.,18.1909422178521,22.0427532153617,22.0002059317757,22.0322826707147,22.000535184805,22.5071827992484,817.09302324655,567.732173566844 
 03/03  10:00:00,1.475,65.125,9.2,93.75,64.5625,11.,5.,11.,5.,20.,5417280.,2339280.,5417280.,2339280.,10136880.,18.9892562027382,22.0089395247517,22.4728839587313,22.2083931593712,22.0002081275298,23.7265751319836,55.1156303136726,0.0 
 03/03  11:00:00,1.7,65.875,9.8,90.,78.125,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,19.7599253059255,22.2536816661533,22.973853614136,22.6307006755254,22.097434362008,24.0040285452555,0.0,0.0 
 03/03  12:00:00,1.7,67.,10.1125,90.,9.9375,8.8,4.,8.8,4.,16.,5417280.,2339280.,5417280.,2339280.,10136880.,20.2601261130644,22.2378789877293,22.6059459373729,22.6350297479841,22.0436676465769,23.8394818825468,267.748719266062,120.734526224162 
 03/03  13:00:00,1.325,68.875,11.6125,96.25,7.875,4.4,2.,4.4,2.,8.,4561920.,1969920.,4561920.,1969920.,8536320.,20.3497746532365,22.005849121772,21.9992735677201,22.0760550257114,21.9983106254335,22.9857752711496,595.05717629796,283.925191086404 
 03/03  14:00:00,1.1,70.,12.4,93.75,8.9375,8.8,4.,8.8,4.,16.,5132160.,2216160.,5132160.,2216160.,9603360.,20.5198691662234,22.0357008785294,21.9855452897711,22.1949224182445,22.0006281656684,23.3315041608167,686.657560297933,475.722005153826 
 03/03  15:00:00,0.7875,68.125,13.025,90.,7.875,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.6159130241965,22.1885398314398,22.0688183682929,22.415758405337,22.0274340286706,23.584360404565,158.524477271199,120.455438905315 
 03/03  16:00:00,0.6,65.125,14.3375,102.5,3.1875,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.6202124787276,22.0129651386782,22.0018332209199,22.1047981580178,22.0010574185415,23.4859943737191,460.957615577281,293.00876427751 
 03/03  17:00:00,0.6,64.,13.65,110.,1.6875,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.5728632391317,22.0153742369341,22.0005204377958,22.0216723260723,22.0005233742374,23.9061166520752,290.052015790997,119.50947767771 
 03/03  18:00:00,-0.4625,72.75,11.275,110.,0.125,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.4637723456321,22.0208351330096,22.0006835711928,22.0160135552118,22.0006648606923,23.9144572009295,410.87583137067,305.181674257561 
 03/03  19:00:00,-1.475,84.875,9.3625,116.25,0.0,5.5,2.5,5.5,2.5,10.,3421440.,1477440.,3421440.,1477440.,6402240.,20.1481786825504,21.0754643872465,21.2869396401227,21.1469725626184,21.3086484124913,23.2124711471769,0.0,0.0 
 03/03  20:00:00,-1.325,84.625,11.05,113.75,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,19.4681424875318,19.7885678122549,19.9154407191928,19.8599227666643,19.9433743926178,21.7167311439352,0.0,0.0 
 03/03  21:00:00,-1.1,82.,12.7125,110.,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,18.6732241179208,18.9261901667182,18.9071669877152,18.9818174433219,18.9363541392897,20.480926970963,0.0,0.0 
 03/03  22:00:00,-1.1,83.875,9.9625,110.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.9997291054865,18.3207537207867,18.1540254600103,18.3683820843439,18.1836143479966,19.7832550809693,0.0,0.0 
 03/03  23:00:00,-0.7875,87.5,6.6375,103.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.4508408434604,18.0474125835474,17.7599925026211,18.0855520816695,17.7869074144071,19.4759985751529,0.0,0.0 
 03/03  24:00:00,-0.6,89.,6.325,106.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.0449288537302,17.8602172415521,17.485679863705,17.8953614739623,17.5097016036507,19.2644776191344,0.0,0.0 
 03/04  01:00:00,-0.225,89.,5.7625,103.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.761478193188,17.8474352834452,17.4318439711088,17.8819730001719,17.4521597863254,19.2636550617534,0.0,0.0 
 03/04  02:00:00,0.375,89.,4.5125,106.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.5906729391493,17.8605148240907,17.4098695626813,17.8932317731157,17.4268211041501,19.2582033042906,0.0,0.0 
 03/04  03:00:00,0.9125,89.,7.0375,122.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.4771850669298,17.8049570824707,17.3083649991005,17.837288546952,17.3216746696051,19.1725271013965,0.0,0.0 
 03/04  04:00:00,0.4125,89.,7.4875,111.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.3750220096853,17.7314945806547,17.2310814364161,17.764958208,17.2523529565169,19.0925284803168,0.0,0.0 
 03/04  05:00:00,0.0,89.,5.3875,87.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.3173738200607,17.7293904390464,17.2305054486593,17.7629561665824,17.2449210835678,19.1106424797474,0.0,0.0 
 03/04  06:00:00,0.375,89.,4.6,86.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.2696605215137,17.7462045204544,17.2375169692065,17.7787188865516,17.2505911335764,19.1232590402135,0.0,0.0 
 03/04  07:00:00,0.6,90.875,4.2875,90.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.2406690983996,17.7717014240837,17.2727500802372,17.8136100808271,17.2806092581217,19.1247824629351,0.0,0.0 
 03/04  08:00:00,0.9125,92.,3.1625,90.,0.1875,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.386897803427,21.6863710437804,21.8882757192559,21.6954942490005,21.8949672924352,21.7033576133031,3369.810754055,3211.89083744995 
 03/04  09:00:00,1.1,92.,0.975,33.75,0.75,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.2740254760541,22.1126850323695,22.0001965849563,22.1053825045111,22.0001964820034,22.000714190316,2387.14319981456,2187.03726479136 
 03/04  10:00:00,2.85,88.25,3.25,112.5,6.250000000000000E-002,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.8165161823742,22.099428936612,21.9999810600012,22.0908277811327,21.9999733143473,22.0005184945835,2136.80473260532,1894.79482013239 
 03/04  11:00:00,7.7125,88.5,8.075,211.25,0.1875,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,19.2846625098538,22.0848764863386,21.9986551104751,22.0746826219051,21.9985651597839,21.9995062442257,1854.35034393727,1582.03436525658 
 03/04  12:00:00,9.3125,89.375,8.4875,236.25,81.,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,19.7367226043927,22.0723358133592,21.9995052979395,22.0611028278811,21.9994592688487,21.999439184287,1572.52125741066,1317.18771780662 
 03/04  13:00:00,8.2125,83.375,9.0125,252.5,437.5,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,20.229807698926,22.0535629660106,22.000254443082,22.0515665385875,22.0003116252518,22.0001770988057,1135.03346479682,1140.06460392782 
