Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Direction [deg](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),SPACE1-1:Zone People Occupant Count [](Hourly),SPACE2-1:Zone People Occupant Count [](Hourly),SPACE3-1:Zone People Occupant Count [](Hourly),SPACE4-1:Zone People Occupant Count [](Hourly),SPACE5-1:Zone People Occupant Count [](Hourly),SPACE1-1:Zone Lights Total Heating Energy [J](Hourly),SPACE2-1:Zone Lights Total Heating Energy [J](Hourly),SPACE3-1:Zone Lights Total Heating Energy [J](Hourly),SPACE4-1:Zone Lights Total Heating Energy [J](Hourly),SPACE5-1:Zone Lights Total Heating Energy [J](Hourly),PLENUM-1:Zone Air Temperature [C](Hourly),SPACE1-1:Zone Air Temperature [C](Hourly),SPACE2-1:Zone Air Temperature [C](Hourly),SPACE3-1:Zone Air Temperature [C](Hourly),SPACE4-1:Zone Air Temperature [C](Hourly),SPACE5-1:Zone Air Temperature [C](Hourly),SPACE1-1 BASEBOARD:Baseboard Total Heating Rate [W](Hourly),SPACE3-1 BASEBOARD:Baseboard Total Heating Rate [W](Hourly) 
 02/02  02:00:00,-13.9875,69.375,2.2875,203.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,14.4813007766361,16.2392736306327,15.5058896541012,16.2597783717455,15.5417098286011,18.4108554298001,0.0,0.0 
 02/02  03:00:00,-14.0875,71.5,2.1,193.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,14.1501771655096,16.1318782063796,15.4097496576202,16.1568855205872,15.4462571718932,18.314397159852,0.0,0.0 
 02/02  04:00:00,-14.5875,70.5,2.4125,208.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,13.891096695257,16.0358808019847,15.323083604911,16.0641705226082,15.3604645417199,18.2269197435562,0.0,0.0 
 02/02  05:00:00,-14.625,73.375,2.2875,207.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,13.6792978159496,15.9595510567089,15.2566283779464,15.9896720699997,15.2950527512265,18.1641105136605,0.0,0.0 
 02/02  06:00:00,-15.15,73.5,2.4125,200.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,13.5139441381053,15.9022409284183,15.2036427735572,15.9331888837128,15.2428818096658,18.1183838985118,0.0,0.0 
 02/02  07:00:00,-14.5375,77.,2.9125,181.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,13.3722114387589,15.845089019654,15.1532279464084,15.876765366583,15.1932499208526,18.0613242477516,0.0,0.0 
 02/02  08:00:00,-13.525,82.5,3.1,170.,88.6875,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,14.6712428646781,20.2738720928245,21.5501609037521,20.3170328692575,21.6161818147641,21.1853511691648,4212.12992117507,4079.01680536442 
 02/02  09:00:00,-11.6125,75.25,3.4125,170.,65.4375,11.,5.,11.,5.,20.,5132160.,2216160.,5132160.,2216160.,9603360.,16.0680612478779,22.0580796525584,22.0006100366575,22.0512155401718,22.0011288553679,22.1969096828638,1815.05440918179,1598.87724584788 
 02/02  10:00:00,-8.475,70.625,5.85,182.5,77.75,11.,5.,11.,5.,20.,5417280.,2339280.,5417280.,2339280.,10136880.,17.0508733434771,22.0152728228254,22.3223672319431,22.0112628516114,22.0006708128527,23.3436838453929,659.644689692421,455.055789790391 
 02/02  11:00:00,-6.8875,71.,5.95,190.,214.,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,18.0048515459616,22.0600233362424,23.2945441961246,22.0447695286143,22.0003457698017,23.9292069274226,96.029343281889,43.4722979568502 
 02/02  12:00:00,-5.2625,69.125,6.1375,196.25,402.875,8.8,4.,8.8,4.,16.,5417280.,2339280.,5417280.,2339280.,10136880.,18.8741085062481,22.5459660481847,23.8548243956516,22.1533468816399,22.0002042174042,24.0035083566014,0.0,0.0 
 02/02  13:00:00,-3.025,74.25,6.075,200.,304.0625,4.4,2.,4.4,2.,8.,4561920.,1969920.,4561920.,1969920.,8536320.,19.5644943281031,22.7630844079483,23.1061440616712,22.0094322505022,22.0001005811409,23.704450002961,0.0,109.764739641971 
 02/02  14:00:00,-1.5125,72.375,7.2625,200.,30.625,8.8,4.,8.8,4.,16.,5132160.,2216160.,5132160.,2216160.,9603360.,20.1198544947383,22.7986118987598,22.6885195475595,22.2572239727925,22.0001047211754,23.9800035798425,0.0,0.0 
 02/02  15:00:00,-0.7875,64.,7.575,193.75,2.3125,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.4963688391056,22.6138585195996,22.4001058999421,22.434477233749,22.0000697990832,24.0038732442136,0.0,0.0 
 02/02  16:00:00,-0.6,57.875,8.5125,202.5,4.75,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.6069065242074,22.3525941996029,22.046557213744,22.2925421821902,22.0002751320113,24.0041899510637,0.0,0.0 
 02/02  17:00:00,-1.2875,60.375,7.3625,203.75,4.0625,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.5201118792247,22.0276599776811,22.0005845801881,22.0171543241693,22.0005682371139,24.0038369924634,131.868992696943,144.470702413591 
 02/02  18:00:00,-2.0125,64.875,6.2,193.75,0.0,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.3834817861142,22.0200621876295,22.0007912934617,22.0176207947706,22.0008135688512,24.0041213274597,392.100032505713,326.49173657242 
 02/02  19:00:00,-2.575,69.75,6.825,196.25,0.0,5.5,2.5,5.5,2.5,10.,3421440.,1477440.,3421440.,1477440.,6402240.,20.0198593540864,21.0403803783374,21.221781078764,21.0898446224293,21.229160957913,23.2624723254302,0.0,0.0 
 02/02  20:00:00,-2.8,73.875,7.2,200.,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,19.3128268327677,19.7234128325111,19.8247895169864,19.7766231297399,19.8418541994004,21.7576041096081,0.0,0.0 
 02/02  21:00:00,-2.425,76.875,7.2,206.25,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,18.5200414348047,18.8922196595113,18.8483851181658,18.9372280043454,18.870498941653,20.5575355912193,0.0,0.0 
 02/02  22:00:00,-1.8875,78.,7.5125,228.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.8402388608686,18.2618159563108,18.0707674396928,18.3004945688805,18.0959346685931,19.7842298626685,0.0,0.0 
 02/02  23:00:00,-1.7,78.,7.3875,252.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.2653080608,17.8897191910697,17.5833896342904,17.9248118407178,17.6084347581749,19.368336787325,0.0,0.0 
 02/02  24:00:00,-1.7,76.125,7.5125,247.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.8289756355242,17.6409549572993,17.2457741621158,17.6745212840109,17.2695867119498,19.1031576566299,0.0,0.0 
 02/03  01:00:00,-2.0125,76.875,6.45,240.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.4906187581433,17.4693298151913,17.0077750414321,17.5005096555794,17.0301414757112,18.9296706469702,0.0,0.0 
 02/03  02:00:00,-1.8875,76.125,6.0125,233.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.2210758798578,17.3547224626674,16.8418868685182,17.3856569019978,16.8624735954982,18.8138403743549,0.0,0.0 
 02/03  03:00:00,-1.7,76.875,6.2,242.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.0041137846929,17.2626901505597,16.7105516590685,17.2929362133536,16.7294336677704,18.7096984888153,0.0,0.0 
 02/03  04:00:00,-1.7,76.125,6.5125,250.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.8362499456589,17.1841115782036,16.6021895147518,17.2142286831468,16.6197637018635,18.6260452522073,0.0,0.0 
 02/03  05:00:00,-2.0125,75.,6.7,250.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.7016731958072,17.1080653709385,16.5027601687984,17.1383716208224,16.5195550181023,18.5555938201306,0.0,0.0 
 02/03  06:00:00,-2.2,75.,7.0125,250.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.5855045214488,17.0367627309595,16.4116461115567,17.0674065419799,16.4279698643555,18.495171855659,0.0,0.0 
 02/03  07:00:00,-1.8875,71.25,7.5125,256.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.4781695354681,16.9689585137356,16.305381263303,16.999645476084,16.3196479428551,18.4256936107498,0.0,0.0 
 02/03  08:00:00,-1.7,67.125,7.075,260.,2.8125,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.6903745388702,21.2195638100429,21.8081001330712,21.2326358474257,21.8247054775756,21.4033760136366,3951.43038520109,3801.47956616229 
 02/03  09:00:00,-2.0125,66.,7.325,247.5,5.0625,11.,5.,11.,5.,20.,5132160.,2216160.,5132160.,2216160.,9603360.,17.8012680470296,22.0559104876599,22.0007133412587,22.0476968690021,22.0009149875262,22.3878236115571,1150.45817433263,944.428207209994 
 02/03  10:00:00,-2.2,69.75,8.0125,246.25,11.0625,11.,5.,11.,5.,20.,5417280.,2339280.,5417280.,2339280.,10136880.,18.5622285275761,22.0082697409358,22.0236627223688,22.0069902874822,22.000410996116,23.5859726019998,298.719067817964,56.1684705133426 
 02/03  11:00:00,-2.2,70.125,6.95,250.,61.4375,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,19.2410975673157,22.0690161735119,22.3054136295386,22.2298319976853,22.0014264286638,24.0023020903339,56.0560160402586,0.0 
 02/03  12:00:00,-1.8875,64.,7.1375,250.,297.875,8.8,4.,8.8,4.,16.,5417280.,2339280.,5417280.,2339280.,10136880.,19.8461091232661,22.6652148042021,23.2487183073068,22.5370050904988,22.0136418389045,24.0038670031964,0.0,0.0 
 02/03  13:00:00,-2.0125,61.,9.6375,243.75,297.,4.4,2.,4.4,2.,8.,4561920.,1969920.,4561920.,1969920.,8536320.,20.3210439286554,22.889573675493,22.9554884370695,22.2290898164015,22.0028177560887,23.7298442666369,0.0,0.0 
 02/03  14:00:00,-1.8875,59.125,8.55,240.,147.8125,8.8,4.,8.8,4.,16.,5132160.,2216160.,5132160.,2216160.,9603360.,20.7069847916912,23.3360548758446,22.7370075135805,22.449645574186,22.0000441479496,23.9708176917564,0.0,0.0 
 02/03  15:00:00,-1.7,61.125,7.5125,246.25,28.4375,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,21.003537605847,23.1509570069427,22.4722382003893,22.5989217893634,22.0511925706927,24.0036998762069,0.0,0.0 
 02/03  16:00:00,-1.325,64.875,7.3875,250.,57.125,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,21.0306186710908,22.9235560924032,22.0754114845473,22.4169515609884,22.0014047797702,24.0036277180356,0.0,0.0 
 02/03  17:00:00,-0.7875,66.,5.95,256.25,73.375,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.9244620125695,22.8252117558698,22.0005173633854,22.0781516436254,22.0001768142545,24.0035879431965,0.0,24.7543830152893 
 02/03  18:00:00,-0.9125,67.875,5.5125,247.5,0.0,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.711751478018,22.1091027826389,22.000672033987,22.0125903410544,22.0005975145045,24.003968452279,80.2591118818226,225.662184716964 
 02/03  19:00:00,-1.1,70.875,6.325,246.25,0.0,5.5,2.5,5.5,2.5,10.,3421440.,1477440.,3421440.,1477440.,6402240.,20.3053062240401,21.2917812144126,21.4104819070664,21.2398762101325,21.4642844307214,23.3818463685434,0.0,0.0 
 02/03  20:00:00,-1.1,72.,4.7625,256.25,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,19.6330756709015,20.049605814575,20.1227635527796,20.0031169898846,20.1735890438681,21.9779772240871,0.0,0.0 
 02/03  21:00:00,-1.1,72.,3.6,253.75,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,18.8961962940674,19.2672981222977,19.2295361088268,19.2578315249207,19.2698967994794,20.8966586866685,0.0,0.0 
 02/03  22:00:00,-1.1,72.,4.6,256.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.2412821726032,18.6072130084877,18.4478410060897,18.6167241550675,18.4831993952041,20.0381023245105,0.0,0.0 
 02/03  23:00:00,-1.1,72.,3.8875,266.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.6581176915727,18.2067446426008,17.9461931927206,18.2221476586777,17.977135803508,19.6223421799524,0.0,0.0 
 02/03  24:00:00,-1.1,72.,3.1,257.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.2043830292832,17.9691304026851,17.6218910969798,17.9872005831386,17.6486855469034,19.3823617015226,0.0,0.0 
 02/04  01:00:00,-1.475,72.,2.7875,243.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.8779581568145,17.9055923648717,17.5131738203312,17.9319225579108,17.5355395779081,19.35589470509,0.0,0.0 
 02/04  02:00:00,-1.7,72.,2.9125,233.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.6438074078754,17.8153720957673,17.3814496248066,17.8449956268704,17.401065077783,19.2895370057235,0.0,0.0 
 02/04  03:00:00,-1.7,73.875,3.1,223.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.4413903173385,17.7253647777978,17.2584982223115,17.7567854807305,17.2761602059647,19.2072059931236,0.0,0.0 
 02/04  04:00:00,-1.7,76.875,2.1,207.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.2792810152393,17.6757704700181,17.1804494067177,17.7079567105743,17.1963027469747,19.1614664201381,0.0,0.0 
 02/04  05:00:00,-1.7,78.,2.5,200.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.1577775775671,17.6294416406782,17.1101926233188,17.6621012573549,17.1246732463387,19.1159690676271,0.0,0.0 
 02/04  06:00:00,-1.7,78.,2.7875,193.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.0538661502332,17.5727852650939,17.0379628770553,17.6062075709964,17.0516830769925,19.0607609424572,0.0,0.0 
 02/04  07:00:00,-1.7,78.,2.2875,171.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.9745573333712,17.5492386961304,16.999270100466,17.5825594723305,17.0121276720684,19.0380596282781,0.0,0.0 
 02/04  08:00:00,-1.7,78.,2.1,166.25,1.875,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.1076474173303,21.606186407589,21.8705154906961,21.6150817023649,21.8771882295972,21.6678941933341,3512.90519356562,3368.59176763795 
 02/04  09:00:00,-1.7,80.5,1.725,163.75,6.4375,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.990549840008,22.1104886891819,22.0001826290269,22.1044663390165,22.0001824874247,22.0007001669353,2336.03388581744,2157.27959162984 
 02/04  10:00:00,-1.325,83.875,1.5,247.5,8.8125,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.5216409378862,22.0906807811405,22.0001465795511,22.0809147906651,22.0001499236314,22.0005586433066,1925.74289970582,1685.65997281394 
 02/04  11:00:00,-1.1,85.,3.4375,325.,6.0625,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.987879366128,22.0822079058826,22.0001267177027,22.0720316492658,22.0001300038865,22.0005027194128,1776.40651592685,1511.15848125045 
 02/04  12:00:00,-0.7875,85.,6.5375,140.,8.1875,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,19.3959836325612,22.0748091493755,22.0001185259624,22.0624857076252,22.0001051836595,22.0004338269988,1599.41637278665,1323.33544682633 
 02/04  13:00:00,-0.6,78.75,7.075,13.75,5.25,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,19.6994051877597,22.0703214005882,22.000089430754,22.0601354283059,22.0000937004038,22.0004057797488,1519.51137223531,1287.11255650798 
 02/04  14:00:00,-0.9125,75.,7.6375,228.75,1.3125,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,19.5875992496184,20.3472886675583,20.6242716875628,20.4947936758162,20.5187546656801,20.9880266717504,0.0,0.0 
 02/04  15:00:00,-1.7875,73.125,7.8875,353.75,1.1875,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,19.2071829945509,19.5286335486016,19.8284695604367,19.652944576279,19.7960389780465,20.3734760430674,0.0,0.0 
 02/04  16:00:00,-2.8875,73.875,8.0125,350.,7.1875,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.8044715408252,19.1087735401026,19.2195663587363,19.1492269497131,19.2842643259813,20.0633953309438,0.0,0.0 
 02/04  17:00:00,-4.3625,70.625,8.8875,337.5,22.625,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.3176194457919,18.694111477045,18.5319835695382,18.5897627737504,18.7082357391506,19.8023756071166,0.0,0.0 
 02/04  18:00:00,-5.375,66.125,8.3,342.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.7292331753707,18.1584099337359,17.8833025349314,18.0903439005394,18.0230349815044,19.5543564464867,0.0,0.0 
 02/04  19:00:00,-6.2875,63.125,6.7625,331.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.1326156745348,17.762991061734,17.4031936870988,17.7481227245799,17.4881189790841,19.3527225308881,0.0,0.0 
 02/04  20:00:00,-6.325,63.875,6.825,320.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.5934360765112,17.4609467654285,17.0156626157764,17.4699244113846,17.0724518796467,19.1531725619787,0.0,0.0 
 02/04  21:00:00,-6.7875,63.125,6.575,320.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.1333157345192,17.223324754612,16.7036329658938,17.245807132468,16.744319631434,18.9714029184693,0.0,0.0 
 02/04  22:00:00,-7.8875,62.,5.575,320.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.7524345228501,17.0231053381175,16.437605970385,17.0524101288722,16.4694007088595,18.8418080485193,0.0,0.0 
 02/04  23:00:00,-9.3625,63.25,4.825,313.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.4188797449152,16.8323366300099,16.1857741665353,16.865099544937,16.2127191806952,18.7309550551876,0.0,0.0 
 02/04  24:00:00,-10.6875,64.,4.975,316.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.0996058096802,16.6237947301726,15.9197556835749,16.6590096626188,15.9442435165191,18.6053315802228,0.0,0.0 
 02/05  01:00:00,-11.475,50.25,5.2,307.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,14.7877748202602,16.4690573863691,15.7674650209395,16.5050970919884,15.7941491075974,18.5101505281103,0.0,0.0 
 02/05  02:00:00,-12.3875,45.75,4.5125,300.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,14.5221342349314,16.3809065166345,15.7018007712148,16.4163627130342,15.7317223216182,18.4745513351244,0.0,0.0 
 02/05  03:00:00,-13.8,49.25,4.1,293.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,14.2873105624182,16.2773866296851,15.6027503533713,16.3140546422374,15.6349223601691,18.4379748587443,0.0,0.0 
 02/05  04:00:00,-15.4625,56.25,4.4125,290.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,14.0563307847505,16.1300753114177,15.4615279044063,16.1701056173719,15.4966843805208,18.3707516194094,0.0,0.0 
 02/05  05:00:00,-16.475,58.125,4.6,290.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,13.8128161221259,15.9864761868802,15.3228601247451,16.0294652132667,15.3609282242147,18.2981439889892,0.0,0.0 
 02/05  06:00:00,-16.0125,60.75,4.6,283.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,13.5781097809335,15.9110598822789,15.2485493623411,15.9550333906534,15.28799551993,18.2455154348659,0.0,0.0 
 02/05  07:00:00,-15.6,59.25,4.2875,280.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,13.3938413562783,15.8919741010279,15.2309871636377,15.9363872844196,15.2705878771355,18.2174835992227,0.0,0.0 
 02/05  08:00:00,-15.9125,58.875,4.4125,286.25,218.0625,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,14.6751775215384,20.2717677981816,21.6648771713298,20.3422090890211,21.6348851598239,21.2942554808284,4208.57716248405,4075.26856932065 
 02/05  09:00:00,-15.0375,56.875,4.975,296.25,543.25,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.9713199024509,22.0333927894498,22.0001507330273,22.0674920015,22.0001363764152,22.0007382909186,3694.51509351059,3554.00612247287 
 02/05  10:00:00,-14.4,56.25,5.825,312.5,709.75,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.7907463532942,22.1385874781738,22.3087765667748,22.1403064035471,22.0001963907705,22.0008583066792,2987.27769212927,2965.78415686531 
 02/05  11:00:00,-13.7125,55.75,6.825,301.25,786.75,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.5758729585878,22.1157370284199,23.1623845104707,22.1238185071585,22.0001720904085,22.0007255653961,2485.21356232788,2628.0113307087 
 02/05  12:00:00,-12.9875,53.75,7.5125,308.75,813.25,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.2870888083016,22.0890473102985,23.0878821097337,22.1116564621487,22.0001434336492,22.000600780246,1890.44085240902,2380.46630060458 
 02/05  13:00:00,-12.425,51.125,6.1375,313.75,816.5625,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.8465885620466,22.0536633712978,22.2368962896439,22.1004736267259,22.0001177631474,22.0004620644767,1117.72878512674,2143.67403991712 
 02/05  14:00:00,-12.2,50.,5.2,310.,780.625,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.9515421231143,21.4310716797461,20.8620240285229,19.8499807352244,19.6779186446935,20.8986823195725,0.0,0.0 
 02/05  15:00:00,-12.575,51.875,5.2,297.5,697.5,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.8243982699665,21.6872020700117,19.6440345287009,18.7685651878067,19.027832251052,20.2251816752278,0.0,0.0 
 02/05  16:00:00,-12.8,51.125,5.5125,290.,519.25,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.6668050382355,21.7263096538469,18.8208586272531,18.3239904129341,19.245778134335,20.0490898462861,0.0,0.0 
 02/05  17:00:00,-13.4875,50.,4.3875,296.25,216.875,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.2684347630478,20.882127480791,18.1254183357371,17.9237805667486,19.1653690883776,19.914620440429,0.0,0.0 
 02/05  18:00:00,-14.5875,49.375,2.975,293.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.50205540568,19.1798529385542,17.3917975432239,17.4953933269256,18.1031658083058,19.7048532544354,0.0,0.0 
 02/05  19:00:00,-16.75,55.25,3.225,271.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.6447513738325,17.9606826995441,16.7020886857886,17.0514699203963,17.1155926227764,19.3750141751767,0.0,0.0 
 02/05  20:00:00,-17.8,60.875,2.975,285.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.8083748238855,17.1371937214128,16.100178179714,16.6452072020484,16.3433503496024,19.0510046379703,0.0,0.0 
 02/05  21:00:00,-18.1125,62.,3.225,281.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.052370046637,16.5713368389186,15.601649376755,16.3161732873867,15.7467572751384,18.7603139936021,0.0,0.0 
 02/05  22:00:00,-17.3,53.875,3.2875,276.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,14.4283776464358,16.2705826695068,15.4257459829004,16.1476918404659,15.5232860008543,18.5808948248358,0.0,0.0 
 02/05  23:00:00,-17.7,57.125,2.475,286.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,13.9863203800102,16.1233270342468,15.3482082840396,16.0730104781483,15.4197672144426,18.4948652774788,0.0,0.0 
 02/05  24:00:00,-18.9875,62.,2.725,283.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,13.6535854731959,15.9567331469481,15.2263886742313,15.9490032392135,15.285323316804,18.4045719168011,0.0,0.0 
 02/06  01:00:00,-19.4,62.,3.1,280.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,13.3386595935048,15.6840896251287,14.9646270538378,15.6976536195757,15.0191563532019,18.1468276010589,0.0,0.0 
 02/06  02:00:00,-19.4,62.,2.475,273.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,13.0443070353547,15.5614758058626,14.853418439558,15.5849805059449,14.9057866423258,18.0344488479194,0.0,0.0 
 02/06  03:00:00,-20.4625,63.25,2.4125,270.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,12.8187331987858,15.4652365564504,14.7639664097398,15.4952420026754,14.8158769364222,17.9707930761602,0.0,0.0 
 02/06  04:00:00,-21.1,62.125,2.9125,270.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,12.6144846933696,15.3380189470387,14.6467275026647,15.3731514782231,14.6997737153263,17.8851732424369,0.0,0.0 
 02/06  05:00:00,-21.475,62.875,3.1,276.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,12.4229947042406,15.243244520233,14.5572811241039,15.280727694387,14.6114194190506,17.816233755353,0.0,0.0 
 02/06  06:00:00,-21.325,64.,3.1,273.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,12.2562969878785,15.1834878097263,14.5013343558182,15.2218461035938,14.5562465606624,17.7701559607368,0.0,0.0 
 02/06  07:00:00,-21.1,62.125,3.1,276.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,12.0160963894073,14.7566492003188,13.5879000872051,14.8034734789945,13.6101427418142,17.3871809210438,0.0,0.0 
